UID	HOOFDTEELT_CTRL_COD	HOOFDTEELT_CTRL_COD_ORIG	HOOFDTEELT_CTRL_NAM_ORIG	GESP_PM	STAT_BGV
000028106416198900000003	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
00002810653243FC0000000A	904	8410	Stamslabonen/sperziebonen_-_industrie		
00002810667C97F400000003	9511	9511	Asperges_-_vers		
000028106416036D00000001	322	322	Zomergerst		
000028105C191E1A00000001	35	35	Triticale		
000028106084B3C800000003	60	60	Grasland		BG
000028106084B4F700000004	60	60	Grasland		BG
0000281069B7391F00000003	60	60	Grasland		BG1
0000281064A98A8400000003	700	700	Grasklaver		BG4
000028106AA6FF8A00000004	63	63	Graskruiden_mengsel		BG1
000028106084B75500000004	60	60	Grasland		BG
0000281061A2AB3B00000005	60	60	Grasland		BG
000028106AA6FEC000000003	700	700	Grasklaver		BG3
000028106084B88400000004	60	60	Grasland		BG
000028104F537A2100000001	311	311	Wintertarwe		
000028105E6EDFBD00000001	311	321	Wintergerst		
00002810608AF50D00000003	395	395	Mengteelt_wintertarwe_of_triticale_en_winterteelt_vlinderbloemige	MAA	
000028105CD1A89C00000003	311	311	Wintertarwe		
0000281069AFA27100000003	311	311	Wintertarwe		
0000281062FD08D100000003	36	36	Spelt		
000028104B6DF51200000004	36	36	Spelt		
000028106203735C00000005	311	311	Wintertarwe		
000028106203755500000001	311	311	Wintertarwe		
000028106982F5C900000007	60	60	Grasland		BG3
0000281061406D5300000001	60	60	Grasland		BG
00002810614063DB00000001	60	60	Grasland		BG
00002810671BD52300000002	60	60	Grasland		BG
000028106476874500000009	60	60	Grasland		BG
000028106140644000000001	60	60	Grasland		BG
000028106140689700000003	60	60	Grasland		BG
000028106140683200000001	60	60	Grasland		BG
0000281061B4727200000001	60	60	Grasland		BG
000028106982F7C20000000D	60	60	Grasland		BG3
0000281069E85C0500000005	36	36	Spelt		
00002810618CA3D700000001	311	311	Wintertarwe		
000028105B0B9A0900000001	311	311	Wintertarwe		
0000281049F5C68100000001	311	311	Wintertarwe		
000028106993B4F30000000D	321	311	Wintertarwe		
0000281062D67D7500000005	311	311	Wintertarwe		
000028104BE8DFAA00000003	311	311	Wintertarwe		
0000281067D41FB300000003	311	311	Wintertarwe		
000028106A973A9E00000009	311	311	Wintertarwe		
000028106558C70B00000004	311	311	Wintertarwe		
000028106A973D6100000001	311	311	Wintertarwe		
0000281062D67F0900000006	311	311	Wintertarwe		
000028104B531C4500000003	60	60	Grasland		BG
000028105C35994B00000001	60	60	Grasland		BG
0000281062DCA96C00000001	60	60	Grasland		BG
0000281062DCA9D100000003	63	63	Graskruiden_mengsel		BG2
000028104DB2CDB500000001	60	60	Grasland		BG
000028104B530CDE00000003	60	60	Grasland		BG
000028105ECE16DA00000001	60	60	Grasland		BG
0000281069A00C7C00000003	700	700	Grasklaver	MAA	BG1
000028104B531B1600000001	63	63	Graskruiden_mengsel	MAA	BG1
0000281067E1BD3E00000003	660	660	Grasluzerne	MAA	BG1
00002810666606D300000001	660	660	Grasluzerne	MAA	BG1
000028106666066E00000003	660	660	Grasluzerne	MAA	BG1
000028105D9188AB00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105DF629F400000003	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281067E79A4500000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79AAA00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79BD900000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79C3E00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79D0800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79CA300000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E4F371700000006	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281067E7991600000002	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E798B100000004	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064A4E02A00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064A4E08F00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064A4E15900000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064A4E0F400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810610BBBDE00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810610BBC4300000001	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810610BBCA800000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105EE3117500000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065CE2D0400000006	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064A4DF6000000005	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281065823C5D00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064A4DFC500000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E4F3C9D00000005	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064EB780500000007	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79B7400000004	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E79B0F00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810642C11EB00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106360F55400000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A4D0D7F00000004	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810642C12B500000007	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E797E700000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E7984C00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065A9788900000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E7971D00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067E7978200000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281069CFDF7F00000005	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065A974FC00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281064A4DE9600000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281065A9756100000003	9710	9710	Meerjarige_fruitteelten_(appel)		
00002810610BBEA100000008	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810610BBE3C00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281063C8D5D700000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810663EC84900000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281059A6540000000004	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281059A66AE200000004	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E0BE3FC00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281059A69A3E00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281064CABB7C00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106968E38300000005	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106968E3E800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A23711A00000004	9831	9831	Bloemenmengsel		
000028105E4D66EF00000003	9511	9511	Asperges_-_vers		
000028104F6B8C1500000001	9511	9511	Asperges_-_vers		
000028104B0ADD4E00000001	9511	9511	Asperges_-_vers		
000028105E9318AF00000002	9511	9511	Asperges_-_vers		
000028105E4D662500000001	9511	9511	Asperges_-_vers		
000028106A64C77000000001	391	391	Mengteelt_andere_wintergranen_en_winterteelt_vlinderbloemige		
000028104BD5412D00000001	36	36	Spelt		
00002810651B7F8900000002	202	202	Korrelmais		
000028106A9E143D00000002	202	202	Korrelmais		
00002810651B831600000005	202	202	Korrelmais		
000028106A9E13D800000001	202	202	Korrelmais		
00002810651B87D200000004	202	202	Korrelmais		
00002810651B88370000000D	202	202	Korrelmais		
00002810651B889C00000003	202	202	Korrelmais		
0000281067D0E46F00000006	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106AC0558F0000000C	311	311	Wintertarwe		
000028106A86D69F00000001	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028106A86D8980000000B	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
000028105C4DC93F00000002	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028106461614000000006	36	36	Spelt		
0000281059E39C4C00000001	311	311	Wintertarwe		
000028106948B2B400000003	36	36	Spelt		
0000281069C0838D00000002	321	321	Wintergerst		
0000281067C39C2400000001	35	35	Triticale		
000028106369D07400000001	35	35	Triticale		
000028106369D0D900000001	35	35	Triticale		
00002810640826BE00000001	341	341	Winterhaver		
0000281067C39B5A00000001	35	35	Triticale		
000028106919F06C00000001	341	341	Winterhaver		
0000281065744D1F00000003	311	311	Wintertarwe		
000028106AAA5FEC00000001	202	202	Korrelmais		
0000281067E7E41400000003	202	202	Korrelmais		
000028104A0C93A20000000B	60	60	Grasland		BG
000028104A0C933D00000004	60	60	Grasland		BG
000028104A0C959B00000009	60	60	Grasland		BG
000028106A37D35700000001	60	60	Grasland		BG
000028104B3F275900000001	311	331	Winterrogge		
0000281059C5EB4600000007	331	331	Winterrogge		
0000281067C0F60E00000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104B4B646F00000004	60	60	Grasland		BG
0000281061427E9C00000005	60	60	Grasland		BG
000028106909CBFA00000003	312	312	Zomertarwe		
0000281062D979FE00000004	60	60	Grasland		BG
000028106980F1EE00000001	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028106980F7D900000004	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
0000281066414F3000000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810664151F300000006	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810664152BD00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810664152580000000B	8410	8410	Stamslabonen/sperziebonen_-_industrie		
00002810649E5BCB00000003	60	60	Grasland		BG5
0000281059DE843800000001	60	60	Grasland		BG
0000281069CE2BBF00000002	311	311	Wintertarwe		
0000281069CE379900000007	311	311	Wintertarwe		
0000281067521EB600000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281063DE118F00000005	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281062082CB000000006	311	321	Wintergerst		
00002810692610B10000000B	311	311	Wintertarwe		
000028104B05A47700000001	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106904D70700000001	311	311	Wintertarwe		
0000281060F8DCCE0000000C	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281064E8ECC700000007	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281064E8EC620000000C	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028104EF9931E00000005	60	60	Grasland		BG
000028104F75700C00000004	60	60	Grasland		BG
000028105DB3249E00000004	60	60	Grasland		BG
0000281059A0F02400000001	60	60	Grasland		BG
000028105B193DE800000001	60	60	Grasland		BG
000028105F131B5700000003	60	60	Grasland		BG
000028105D1E519600000003	60	60	Grasland		BG
000028105B809AFA0000000F	60	60	Grasland		BG
000028106150F40E00000001	60	60	Grasland		BG
000028105F131CEB00000001	60	60	Grasland		BG
000028104EF990C000000003	60	60	Grasland		BG
000028105CADBA4300000001	60	60	Grasland		BG
0000281064706F0C00000001	60	60	Grasland		BG
00002810628E42D500000001	60	60	Grasland		BG
000028104B6BDC4A00000007	91	91	Suikerbieten		
000028104B6BE16B00000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028104BDF3A0D0000003F	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028104BDF374A00000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028104B6BE75600000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106463323600000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281065DE4B8B00000002	91	91	Suikerbieten		
000028104B6BE4F800000005	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810651239D700000001	312	312	Zomertarwe		
000028106665EE5900000001	700	700	Grasklaver		BG2
000028106399375100000003	700	700	Grasklaver		BG2
00002810608A862400000003	700	700	Grasklaver		BG2
0000281060DEFF0900000001	700	700	Grasklaver		BG4
00002810658C26A400000006	700	700	Grasklaver		BG3
000028106792AC8C00000004	700	700	Grasklaver		BG4
00002810608A855A00000004	700	700	Grasklaver		BG3
00002810658C27090000000F	700	700	Grasklaver		BG3
000028106212F8BB00000007	700	700	Grasklaver		BG
00002810608A829700000001	700	700	Grasklaver		BG
000028106555907F00000009	700	700	Grasklaver		BG
0000281069AE658200000001	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
0000281064FC0A3100000001	311	311	Wintertarwe		
0000281069E77F6600000001	60	321	Wintergerst		BG1
000028106456D78500000003	311	311	Wintertarwe		
000028105CE526BB00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106473FA0E00000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106473FA7300000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9EF0E000000001	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9EF27400000002	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9EF14500000011	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281067F78CFD00000008	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9EF01600000004	9710	9710	Meerjarige_fruitteelten_(appel)		
0000281063523D2D00000002	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105B1D06DF00000007	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9EEE1D00000005	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A6A391B00000003	9410	9410	Stamslabonen/sperziebonen_-_vers		
000028106A8D55130000000A	8514	9563	Ajuinen_(vroege)_-_vers		
000028106A6CFBFE00000004	8523	8523	Bloemkool_-_industrie		
00002810636722DF00000001	904	904	Aardappelen_(geplande_oogst_voor_1/9)		
000028105C168DBB00000001	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
000028105C4F56B600000001	60	331	Winterrogge		BG2
0000281049EB386B00000001	311	311	Wintertarwe		
0000281049EB38060000000E	311	311	Wintertarwe		
000028106A546C2300000003	901	904	Aardappelen_(geplande_oogst_voor_1/9)		
00002810664B474600000003	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
000028106AACBE2C00000001	312	312	Zomertarwe		
0000281069D3FCF000000001	312	312	Zomertarwe	MAA	
000028104BE0C71F00000001	391	391	Mengteelt_andere_wintergranen_en_winterteelt_vlinderbloemige		
0000281069AA325A00000001	391	391	Mengteelt_andere_wintergranen_en_winterteelt_vlinderbloemige	BL	
00002810671A9E840000000B	901	901	Aardappelen_(geplande_oogst_vanaf_1/9)		
00002810679270F50000000C	202	202	Korrelmais		
000028106A848E160000000B	311	311	Wintertarwe		
00002810671AA07D00000008	311	311	Wintertarwe		
00002810671AA14700000001	311	311	Wintertarwe		
000028105FC8573800000001	311	311	Wintertarwe		
0000281069B50FC500000003	60	60	Grasland		BG1
0000281069B510F400000003	60	60	Grasland		BG
000028106550A4A300000002	82	60	Grasland		
000028106A86F5040000000A	60	60	Grasland		BG1
000028106A86F5CE00000009	60	60	Grasland		BG2
000028106569BBE10000000F	60	60	Grasland		BG3
000028106550A70100000003	82	60	Grasland		
000028106569BCAB00000001	60	60	Grasland		BG
0000281069B512ED00000001	60	60	Grasland		BG3
000028106664ABE400000009	60	60	Grasland		BG3
000028106550A8300000000A	60	60	Grasland		BG
0000281067F27C0700000002	700	700	Grasklaver		BG
0000281069B512880000000D	700	700	Grasklaver		BG3
0000281067F27B3D00000004	700	700	Grasklaver		BG4
000028106A3E040A00000001	8523	9563	Ajuinen_(vroege)_-_vers		
000028106A83D29B00000007	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028105C1B637F00000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106A83D3CA00000008	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106ABA279F00000001	35	35	Triticale		
000028106ABA293300000001	35	35	Triticale		
000028106ABA2B9100000001	35	35	Triticale		
000028105BDD6EB600000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105D9C85AA00000003	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105C0D512000000007	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281062F28A8700000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E1E28B900000009	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281062F28A2200000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060C8A32F00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060C8A39400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281060C8A2CA00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105BDD711400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281063BECFEE0000001D	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105E1E285400000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028105BDD70AF00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
00002810619DEB9300000003	9711	9711	Meerjarige_fruitteelten_(peer)		
0000281067F0E84000000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281069A32F4A00000001	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281060E6BA070000000A	311	311	Wintertarwe		
000028106161CF3B00000004	201	201	Silomais		
000028104B69B67900000008	36	36	Spelt		
000028105D1EDC8600000003	60	60	Grasland		BG
000028106A63663100000007	60	60	Grasland	MAA	BG2
0000281063B3995100000003	321	321	Wintergerst		
0000281000C888E20000000C	9410	9410	Stamslabonen/sperziebonen_-_vers		
00002810654CCAB100000008	700	700	Grasklaver	MAA	BG1
000028106A4BEBC900000004	831	831	Erwten_(andere_dan_droog_geoogst)_-_industrie		
000028106413CD6F00000005	201	201	Silomais		
000028106827845000000005	201	201	Silomais		
0000281063E8E44F00000003	36	36	Spelt		
0000281065F07AF600000001	4111	4111	Winterkoolzaad		
000028106A6B8E1F00000003	60	60	Grasland		BG
000028106A6B8E8400000003	9828	9828	Natuurlijk_grasland_met_onderhoud		BG4
000028106A6B8DBA00000001	9828	9828	Natuurlijk_grasland_met_onderhoud		BG4
00002810699E5F7500000005	899	899	Rotatieteelt_van_groentegewassen_(vb_pluktuin)		
0000281067C5015500000015	312	312	Zomertarwe		
000028106485CA5800000001	60	60	Grasland		BG
000028105BA7FA4700000001	60	60	Grasland		BG
000028106512E4C000000006	8523	8523	Bloemkool_-_industrie		
000028106AB0E96C00000001	9828	9828	Natuurlijk_grasland_met_onderhoud		BG2
00002810677E748A0000000A	60	60	Grasland		BG4
000028106711817D00000001	60	60	Grasland		BG
00002810677E74EF00000005	9828	9828	Natuurlijk_grasland_met_onderhoud		BG4
000028106928A2A400000003	8410	8410	Stamslabonen/sperziebonen_-_industrie		
0000281067A5E14100000009	8410	8410	Stamslabonen/sperziebonen_-_industrie		
000028105ECE463600000001	60	60	Grasland		BG
000028105982312600000013	60	60	Grasland		BG
000028105B7F4D7500000001	60	60	Grasland		BG
000028105D0481A000000003	60	60	Grasland		BG
0000281060DC8D0B00000002	60	60	Grasland		BG
00002810654634F200000003	60	60	Grasland		BG
000028105E022B0A00000001	311	311	Wintertarwe		
000028106A8ADCC500000003	521	521	Winterveldbonen_-_niet_menselijke_consumptie		
00002810494C058200000001	60	60	Grasland		BG
00002810494C07E000000001	60	60	Grasland		BG
000028106406AE3400000009	700	700	Grasklaver		BG
00002810669ECD700000000C	700	700	Grasklaver	MAA	BG2
00002810626101C900000001	63	63	Graskruiden_mengsel	MAA	BG1
000028106261009A00000013	700	700	Grasklaver		BG2
0000281000C8A36800000001	60	60	Grasland		BG
00002810494C06B100000001	63	63	Graskruiden_mengsel		BG1
00002810657DCD9E00000011	60	60	Grasland		BG
0000281064EA55EE00000008	700	700	Grasklaver		BG5
000028106406B67D00000001	700	700	Grasklaver		BG
0000281064CE98310000000B	700	700	Grasklaver	MAA	
00002810697391F300000003	700	700	Grasklaver		
0000281000C8CC7400000001	311	311	Wintertarwe		
000028106A9088DC00000001	832	832	Tuin-_en_veldbonen_(Vicia_faba)_-_industrie		
000028106AB97B8700000001	201	201	Silomais	MAA	
000028106AB97FDE00000006	201	201	Silomais	MAA	
000028106AB980430000000D	201	201	Silomais	MAA	
000028106AB9836F00000001	201	201	Silomais	MAA	
000028106AB987C600000003	201	201	Silomais	MAA	
000028106AB9907400000003	4111	4111	Winterkoolzaad		
000028106AB990D900000003	201	201	Silomais	MAA	
000028106AB9913E00000003	4111	4111	Winterkoolzaad		
000028106AB993370000000B	201	201	Silomais	MAA	
0000281069B0707B00000001	921	921	Vezelvlas_(bestemd_voor_vezelproductie)		
00002810697830DC00000003	36	36	Spelt		
00002810697831A600000001	36	36	Spelt		
0000281069783E4600000001	36	36	Spelt		
0000281069783EAB00000001	36	36	Spelt		
00002810646EC72600000007	311	311	Wintertarwe		
000028106A9F602E0000000A	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F73E800000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F615D00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F628C00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F63BB00000004	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9F66E300000003	9710	9710	Meerjarige_fruitteelten_(appel)		
000028106A9F68DC00000001	9711	9711	Meerjarige_fruitteelten_(peer)		
000028106A9F694100000004	9710	9710	Meerjarige_fruitteelten_(appel)		
